City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Dingle,PH,10.9995,122.6711,84.36,76,77,12.24,broken clouds
333,Batagay,RU,67.6333,134.6333,14.29,85,100,2.95,overcast clouds
334,De Aar,ZA,-30.6497,24.0123,57.36,93,72,8.1,moderate rain
335,Tuatapere,NZ,-46.1333,167.6833,60.69,77,59,8.81,broken clouds
336,Te Anau,NZ,-45.4167,167.7167,67.03,51,6,3.33,clear sky
337,Korla,CN,41.7597,86.1469,54.73,34,100,5.37,overcast clouds
338,Hami,CN,42.8,93.45,55.8,27,3,1.92,clear sky
339,The Pas,CA,53.8251,-101.2541,39.22,81,1,8.05,clear sky
340,Manzhouli,CN,49.6,117.4333,44.01,48,100,6.67,overcast clouds
341,Hofn,IS,64.2539,-15.2082,43.84,88,100,13.94,light rain
342,Buraydah,SA,26.326,43.975,64.85,21,15,9.22,few clouds
343,Inta,RU,66.0317,60.1659,17.04,86,90,15.32,overcast clouds
344,Baruun-Urt,MN,46.6806,113.2792,46.54,38,100,8.1,overcast clouds
345,Chitral,PK,35.8462,71.7858,55.51,40,14,1.05,few clouds
346,Kavaratti,IN,10.5669,72.642,82.02,74,99,7.61,overcast clouds
347,Chantada,ES,42.6088,-7.7712,55.54,96,100,4.25,overcast clouds
348,Zverinogolovskoye,RU,54.4586,64.8542,34.84,79,96,13.96,overcast clouds
349,Broome,US,42.2506,-75.833,49.57,80,1,5.01,clear sky
350,Esso,RU,55.9333,158.7,30.0,92,47,3.51,scattered clouds
351,Sungairaya,ID,0.7,108.9,81.93,72,91,3.51,overcast clouds
352,Huangmei,CN,30.1924,116.025,71.67,47,73,5.26,broken clouds
353,Verkhnyaya Inta,RU,65.9811,60.3094,16.63,87,96,14.16,overcast clouds
354,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.25,88,99,7.81,overcast clouds
355,Kushima,JP,31.4583,131.2333,71.11,52,36,6.42,scattered clouds
356,Ascension,US,30.2169,-90.9001,64.4,73,90,0.0,overcast clouds
357,Gat,IL,31.61,34.7642,74.39,34,85,2.75,overcast clouds
358,Salinopolis,BR,-0.6136,-47.3561,76.23,88,81,4.79,broken clouds
359,Saint-Pierre,RE,-21.3393,55.4781,73.04,90,75,18.41,moderate rain
360,Aktau,KZ,43.65,51.2,48.78,75,96,21.18,overcast clouds
361,Itaituba,BR,-4.2761,-55.9836,75.33,79,4,0.87,clear sky
362,Kathu,TH,7.9178,98.3332,86.7,88,93,11.05,overcast clouds
363,Macas,EC,-2.3167,-78.1167,65.43,97,78,3.04,broken clouds
364,Itarema,BR,-2.9248,-39.9167,78.89,79,46,11.9,scattered clouds
365,Puerto Escondido,MX,15.85,-97.0667,80.4,84,26,3.53,scattered clouds
366,Cayenne,GF,4.9333,-52.3333,81.09,83,0,1.01,clear sky
367,Biak,ID,-0.9131,122.8766,84.79,64,87,3.0,overcast clouds
368,Bongandanga,CD,1.5,21.05,70.36,98,100,0.58,overcast clouds
369,Hellvik,NO,59.9156,5.781,54.28,86,100,5.44,overcast clouds
370,Kununurra,AU,-15.7667,128.7333,100.38,34,68,6.91,broken clouds
371,Otradnoye,RU,59.7775,30.8181,53.19,88,100,11.86,overcast clouds
372,Anloga,GH,5.7947,0.8973,77.22,83,36,5.57,scattered clouds
373,Cidreira,BR,-30.1811,-50.2056,67.42,86,48,16.53,scattered clouds
374,Chumikan,RU,54.7183,135.315,44.74,55,51,16.06,broken clouds
375,Santiago Del Estero,AR,-27.7951,-64.2615,82.8,27,99,9.64,overcast clouds
376,Saint Anthony,US,45.0205,-93.218,48.31,93,90,3.0,overcast clouds
377,Rameshki,RU,57.3439,36.0453,40.46,88,100,10.13,overcast clouds
378,Nalhati,IN,24.3,87.8167,81.37,57,4,9.24,clear sky
379,Pochutla,MX,15.7432,-96.4661,79.83,89,87,3.02,overcast clouds
380,Mahon,ES,39.8885,4.2658,59.56,82,20,2.3,few clouds
381,Hithadhoo,MV,-0.6,73.0833,83.32,73,93,13.29,light rain
382,Soure,BR,-0.7167,-48.5233,78.48,83,57,7.63,broken clouds
383,Rio Grande,BR,-32.035,-52.0986,65.95,87,0,14.16,clear sky
384,Katherine,AU,-14.4667,132.2667,95.32,41,84,5.75,broken clouds
385,Sundumbili,ZA,-29.1337,31.3975,66.51,77,99,13.87,overcast clouds
386,Tecoanapa,MX,16.5167,-98.75,78.98,83,40,4.05,scattered clouds
387,Dali,CN,25.7,100.1833,66.43,63,20,2.86,few clouds
388,Matagami,CA,49.7502,-77.6328,32.11,86,1,4.61,clear sky
389,Aksarayskiy,RU,46.7924,48.0119,46.35,75,100,6.55,overcast clouds
390,Galveston,US,29.3669,-94.9669,68.14,43,1,1.01,clear sky
391,Sobolevo,RU,54.4299,31.8996,46.89,97,97,6.67,overcast clouds
392,Waipawa,NZ,-41.4122,175.5153,61.43,93,100,2.3,overcast clouds
393,Oktyabrskiy,RU,54.4815,53.471,37.13,96,100,8.48,overcast clouds
394,Kangaatsiaq,GL,68.3065,-53.4641,28.47,95,100,11.79,light snow
395,Meulaboh,ID,4.1363,96.1285,83.57,76,96,5.01,overcast clouds
396,Northam,GB,51.0333,-4.2167,58.01,95,100,6.02,overcast clouds
397,Khandbari,NP,27.3747,87.2039,71.17,60,13,2.46,few clouds
398,Eureka,US,40.8021,-124.1637,57.92,72,100,2.86,overcast clouds
399,Maralal,KE,1.0968,36.698,60.04,73,32,4.5,scattered clouds
400,Mehran,IR,33.1222,46.1646,73.53,30,100,3.36,overcast clouds
401,Ndola,ZM,-12.9587,28.6366,62.31,65,3,6.64,clear sky
402,Kargasok,RU,59.0556,80.8572,33.84,77,97,15.75,overcast clouds
403,General Roca,AR,-39.0333,-67.5833,71.62,58,0,15.7,light rain
404,Talca,CL,-35.4333,-71.6667,64.11,51,0,5.5,clear sky
405,Pringsewu,ID,-5.3582,104.9744,90.63,53,73,2.26,broken clouds
406,Madang,PG,-5.2246,145.7966,82.76,76,100,3.47,overcast clouds
407,Gondanglegi,ID,-7.7479,112.0132,94.19,45,99,3.06,overcast clouds
408,Whitianga,NZ,-36.8333,175.7,69.03,61,24,12.84,few clouds
409,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,78,20,6.91,few clouds
410,Boende,CD,-0.2167,20.8667,70.93,98,100,2.51,light rain
411,Karratha,AU,-20.7377,116.8463,86.67,27,6,15.93,clear sky
412,Alto Araguaia,BR,-17.3147,-53.2153,72.07,77,72,4.14,broken clouds
413,Neepawa,CA,50.2289,-99.4664,39.81,53,24,8.7,light snow
414,Ouesso,CG,1.6136,16.0517,69.21,99,91,1.5,light rain
415,Cap Malheureux,MU,-19.9842,57.6142,74.46,79,12,3.0,light rain
416,Labrea,BR,-7.2586,-64.7981,76.41,85,100,2.37,overcast clouds
417,Nhulunbuy,AU,-12.2333,136.7667,92.01,52,40,12.66,scattered clouds
418,Rocha,UY,-34.4833,-54.3333,58.78,94,0,6.51,clear sky
419,Pyapon,MM,16.2833,95.6833,85.12,76,32,9.26,scattered clouds
420,Vardo,NO,70.3705,31.1107,34.0,91,100,17.27,overcast clouds
421,Rundu,NA,-17.9333,19.7667,64.13,86,41,3.15,scattered clouds
422,Anadyr,RU,64.75,177.4833,1.9,71,0,6.71,clear sky
423,Palmer,US,42.1584,-72.3287,40.46,89,20,0.0,few clouds
424,Mpanda,TZ,-6.3655,31.0409,71.22,49,80,3.47,broken clouds
425,Talcahuano,CL,-36.7167,-73.1167,53.28,94,0,10.36,clear sky
426,Laguna,US,38.421,-121.4238,66.7,89,1,0.0,clear sky
427,Sovetskaya Gavan,RU,48.9723,140.2878,48.2,50,0,5.19,clear sky
428,Beitbridge,ZW,-22.2167,30.0,63.16,64,51,14.54,broken clouds
429,Monteria,CO,8.748,-75.8814,75.92,95,100,4.9,moderate rain
430,Kirakira,SB,-10.4544,161.9205,85.93,69,64,11.39,broken clouds
431,Alice Springs,AU,-23.7,133.8833,83.75,13,66,13.8,broken clouds
432,Tatarsk,RU,55.219,75.9828,35.82,51,91,16.37,overcast clouds
433,San Pedro Buenavista,MX,16.0833,-93.1167,70.09,96,82,2.13,broken clouds
434,Santa Rosa,PH,14.3122,121.1114,91.38,59,37,16.44,scattered clouds
435,Tutoia,BR,-2.7619,-42.2744,78.8,85,60,11.07,broken clouds
436,Geraldton,AU,-28.7667,114.6,75.13,27,0,12.66,clear sky
437,Tabas,IR,33.5959,56.9244,62.96,30,0,0.47,clear sky
438,Chinsali,ZM,-10.5414,32.0816,64.08,75,29,6.29,scattered clouds
439,Alexandria,EG,31.2156,29.9553,71.56,78,0,4.61,clear sky
440,Seguin,US,29.5688,-97.9647,64.92,56,1,1.01,clear sky
441,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,64,40,6.91,scattered clouds
442,Chicama,PE,-7.8447,-79.1469,65.46,82,45,6.89,scattered clouds
443,Solnechnyy,RU,50.7214,136.6319,45.91,58,4,5.82,clear sky
444,Barranca,PE,-10.75,-77.7667,62.2,86,93,7.92,overcast clouds
445,Dawei,MM,14.0833,98.2,85.68,66,89,5.84,overcast clouds
446,Monte Alegre,BR,-2.0078,-54.0692,75.31,83,2,0.96,clear sky
447,Mlimba,TZ,-8.8,35.8167,75.11,65,44,2.3,scattered clouds
448,Kachiry,KZ,53.0675,76.1036,38.73,38,92,17.65,overcast clouds
449,Bubaque,GW,11.2833,-15.8333,79.25,77,90,13.94,overcast clouds
450,Amahai,ID,-3.3333,128.9167,84.85,71,78,3.65,broken clouds
451,Euclid,US,41.5931,-81.5268,59.43,82,1,5.75,clear sky
452,Balykshi,KZ,47.0667,51.8667,44.6,93,75,8.95,mist
453,Lopatino,RU,52.6195,45.8118,42.98,85,100,11.07,overcast clouds
454,Olafsvik,IS,64.8945,-23.7142,41.04,92,100,33.82,overcast clouds
455,Damietta,EG,31.4165,31.8133,75.09,79,12,10.94,few clouds
456,Senno,RU,59.5336,33.9167,42.26,96,100,10.16,overcast clouds
457,Krasnoselkup,RU,65.7,82.4667,26.47,95,100,20.71,light snow
458,Kenai,US,60.5544,-151.2583,34.03,92,90,5.75,snow
459,Magdagachi,RU,53.45,125.8,39.4,63,99,5.73,overcast clouds
460,Kupang,ID,-10.1667,123.5833,90.23,57,84,4.83,broken clouds
461,Aksarka,RU,66.5606,67.7975,19.81,93,100,20.76,light snow
462,Ames,US,42.0347,-93.6199,48.43,94,90,7.0,overcast clouds
463,Mujiayingzi,CN,42.1167,118.7833,58.28,30,59,10.6,broken clouds
464,La Tuque,CA,47.4334,-72.7824,32.25,93,0,0.0,clear sky
465,Kargil,IN,34.5667,76.1,32.58,45,0,1.28,clear sky
466,Seydi,TM,39.4816,62.9137,45.19,61,0,5.17,clear sky
467,Brae,GB,60.3964,-1.353,49.91,94,100,5.53,overcast clouds
468,Srivardhan,IN,18.0333,73.0167,81.21,52,68,8.21,broken clouds
469,Grand Gaube,MU,-20.0064,57.6608,74.37,79,11,3.0,light rain
470,Axim,GH,4.8699,-2.2405,76.78,91,80,1.54,broken clouds
471,Astara,AZ,38.5,48.6667,39.9,82,73,1.1,broken clouds
472,Bud,US,39.447,-86.1758,55.38,97,96,8.34,overcast clouds
473,Haines Junction,CA,60.7522,-137.5108,30.15,69,100,5.75,overcast clouds
474,Pestravka,RU,52.405,49.9583,40.37,90,100,4.09,light rain
475,Aripuana,BR,-9.1667,-60.6333,72.43,97,86,2.06,overcast clouds
476,Quatre Cocos,MU,-20.2078,57.7625,74.08,76,22,15.48,few clouds
477,Hamilton,US,39.1834,-84.5333,57.92,97,90,3.0,overcast clouds
478,Kytmanovo,RU,53.4593,85.4479,38.41,65,100,10.29,overcast clouds
479,Mongu,ZM,-15.2484,23.1274,67.86,70,24,3.74,few clouds
480,Locri,IT,38.2414,16.2623,64.98,81,100,17.36,overcast clouds
481,Yar-Sale,RU,66.8333,70.8333,23.25,96,100,10.71,light snow
482,Ekhabi,RU,53.5102,142.9671,42.64,65,12,4.68,few clouds
483,Ixtapa,MX,20.7,-105.2,80.22,85,26,1.01,scattered clouds
484,Hede,CN,33.7681,120.2517,67.87,46,0,3.22,clear sky
485,Necochea,AR,-38.5473,-58.7368,71.04,66,70,12.37,broken clouds
486,Kirkenes,NO,69.7271,30.0458,34.02,93,90,6.91,overcast clouds
487,Karakol,KG,42.4907,78.3936,43.36,52,78,4.41,broken clouds
488,Mokrousovo,RU,55.8103,66.7653,35.19,84,96,17.31,overcast clouds
489,Tessalit,ML,20.1986,1.0114,76.71,20,28,9.91,scattered clouds
490,Barcelos,PT,41.5388,-8.6151,61.92,94,100,5.1,overcast clouds
491,Warren,US,39.4334,-84.1666,57.27,89,90,1.01,moderate rain
492,Kyaikto,MM,17.3,97.0167,86.88,64,35,2.06,scattered clouds
493,Tiarei,PF,-17.5333,-149.3333,71.62,90,98,17.74,heavy intensity rain
494,Bowen,AU,-20.0167,148.2333,93.42,60,0,11.77,clear sky
495,Lensk,RU,60.7253,114.9278,22.77,72,100,13.78,overcast clouds
496,Mandla,IN,22.6,80.3833,73.4,45,4,4.81,clear sky
497,Tres Arroyos,AR,-38.3739,-60.2798,75.54,52,53,16.91,broken clouds
498,Amberley,US,39.2048,-84.428,57.22,96,90,4.0,light rain
499,Wattegama,LK,6.7989,81.4808,79.72,72,50,2.26,scattered clouds
500,Kemin,KG,42.7846,75.6892,40.32,97,100,2.15,moderate rain
501,Gunjur,GM,13.2019,-16.7339,77.07,100,0,2.3,clear sky
502,Makat,KZ,47.6469,53.3463,44.83,51,100,9.62,overcast clouds
503,Yuanping,CN,38.7153,112.7575,58.35,43,10,4.25,clear sky
504,Pundaguitan,PH,6.3711,126.1689,82.72,77,97,8.28,overcast clouds
505,Tazovskiy,RU,67.4667,78.7,19.81,94,100,20.45,light snow
506,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.56,40,56,6.11,broken clouds
507,Tomaszow Lubelski,PL,50.4477,23.4162,36.81,79,14,7.72,few clouds
508,Ketou,BJ,7.3633,2.5998,73.51,97,77,2.48,broken clouds
509,Golden,US,39.7555,-105.2211,51.94,49,20,4.0,few clouds
510,Ayan,RU,56.45,138.1667,40.8,64,99,7.76,overcast clouds
511,Nishihara,JP,26.1842,127.7558,78.85,51,20,6.91,few clouds
512,Sumbe,AO,-11.2061,13.8437,74.44,84,100,5.55,overcast clouds
513,Mitu,CO,1.1983,-70.1733,69.6,99,90,0.85,overcast clouds
514,Visnes,NO,59.3556,5.2242,55.29,94,90,21.85,overcast clouds
515,Pokrovskoye,RU,47.4157,38.8971,48.81,85,70,6.8,broken clouds
516,San Quintin,MX,30.4833,-115.95,68.11,55,0,1.57,clear sky
517,Beyneu,KZ,45.3167,55.2,39.2,57,3,9.24,clear sky
518,Pujili,EC,-0.95,-78.6833,46.49,100,40,2.3,scattered clouds
519,Vesyegonsk,RU,58.664,37.2604,39.02,90,100,9.93,moderate rain
520,Hualmay,PE,-11.0964,-77.6139,63.39,85,78,9.19,broken clouds
521,Ta Khmau,KH,11.4833,104.95,89.65,66,40,9.22,scattered clouds
522,Balkanabat,TM,39.5108,54.3671,50.54,55,0,4.05,clear sky
523,Polyarnyy,RU,69.1989,33.4478,32.47,95,100,14.94,light snow
524,Iberia,US,29.9502,-91.7507,66.27,52,90,8.05,overcast clouds
525,Bontang,ID,0.1333,117.5,85.12,66,97,7.7,light rain
526,Morant Bay,JM,17.8815,-76.4093,82.02,86,62,7.18,broken clouds
527,Zheleznodorozhnyy,RU,55.7503,38.0042,43.21,74,100,4.38,overcast clouds
528,Padang,ID,-0.9492,100.3543,86.05,66,95,3.8,overcast clouds
529,Rondonopolis,BR,-16.4708,-54.6356,74.89,87,82,2.44,broken clouds
530,Sola,VU,-13.8833,167.55,81.61,76,18,15.9,few clouds
531,Mackay,AU,-21.15,149.2,92.68,45,1,13.8,clear sky
532,Hohhot,CN,40.8106,111.6522,48.49,57,0,4.47,clear sky
533,Erdenet,MN,49.0333,104.0833,32.86,57,97,4.92,overcast clouds
534,Kayankulam,IN,9.1833,76.5,78.85,83,100,2.57,overcast clouds
535,Port Hedland,AU,-20.3167,118.5667,87.85,45,1,16.11,clear sky
536,Asau,RO,46.4333,26.4,42.76,69,3,1.9,clear sky
537,Ozernovskiy,RU,51.5,156.5167,45.09,79,92,1.52,light rain
538,Svetlaya,RU,46.5389,138.3297,50.95,45,0,5.1,clear sky
539,Wanaka,NZ,-44.7,169.15,68.11,51,72,5.01,broken clouds
540,Komsomolskiy,UZ,40.4272,71.7189,50.72,62,75,2.3,broken clouds
541,Nabire,ID,-3.3667,135.4833,78.1,90,100,3.2,overcast clouds
542,Jeremie,HT,18.65,-74.1167,78.6,76,40,3.56,scattered clouds
543,Verkhnevilyuysk,RU,63.4453,120.3167,18.88,73,100,11.32,overcast clouds
544,Remedios,CU,22.4947,-79.5458,76.12,88,93,7.67,overcast clouds
545,Ngunguru,NZ,-35.6167,174.5,72.16,60,84,8.21,broken clouds
546,Guarapari,BR,-20.6667,-40.4975,75.09,89,26,1.16,scattered clouds
547,Morrope,PE,-6.5417,-80.0111,65.01,80,90,15.59,overcast clouds
548,Xining,CN,36.6167,101.7667,45.14,46,4,3.04,clear sky
549,Kanniyakumari,IN,8.0833,77.5667,82.27,68,98,4.41,overcast clouds
550,Taywarah,AF,33.35,64.4167,42.53,33,2,2.04,clear sky
551,Daltenganj,IN,24.0333,84.0667,75.7,59,1,2.26,clear sky
552,Rivadavia,AR,-33.1905,-68.4608,77.47,28,21,14.47,few clouds
553,Poopo,BO,-18.3667,-66.9667,48.09,58,52,16.2,broken clouds
554,Sabang,ID,5.8933,95.3214,83.16,73,94,2.84,overcast clouds
555,Mkushi,ZM,-13.6202,29.3939,61.52,72,2,7.92,clear sky
556,Dryden,CA,49.7833,-92.7503,44.89,100,90,8.05,overcast clouds
557,Pavilosta,LV,56.8879,21.1859,51.75,88,26,15.28,scattered clouds
558,Marzuq,YE,14.4,46.4667,71.55,28,6,1.9,clear sky
559,Kikwit,CD,-5.041,18.8162,68.79,99,100,3.78,moderate rain
560,Bandarbeyla,SO,9.4942,50.8122,77.34,69,2,5.12,clear sky
561,Yerbogachen,RU,61.2767,108.0108,20.53,69,11,10.87,few clouds
562,Derac,HT,19.65,-71.8167,78.84,78,4,1.41,clear sky
563,Luderitz,NA,-26.6481,15.1594,55.89,84,0,6.26,clear sky
564,Viseu,PT,40.661,-7.9097,59.86,95,100,6.35,overcast clouds
565,Mubende,UG,0.5606,31.39,60.76,98,69,2.06,broken clouds
566,Oppdal,NO,62.5943,9.6912,42.51,98,100,6.49,overcast clouds
567,Zhuanghe,CN,39.7008,122.9911,60.94,54,99,7.81,overcast clouds
568,Veraval,IN,20.9,70.3667,82.44,39,64,13.56,broken clouds
569,Swan Hill,AU,-35.3378,143.5544,68.58,25,6,16.46,clear sky
570,Elizabeth City,US,36.2946,-76.2511,65.98,95,90,8.05,light rain
571,Sur,OM,22.5667,59.5289,80.06,56,0,2.57,clear sky
572,Basco,PH,20.4487,121.9702,79.27,69,81,16.96,broken clouds
573,Saint-Augustin,CA,51.226,-58.6502,35.44,67,0,5.19,clear sky
574,Parit Buntar,MY,5.1267,100.4932,88.95,63,96,0.98,overcast clouds
575,Surgut,RU,61.25,73.4167,33.98,100,75,13.42,light rain
576,Santa Rosalia,MX,27.3167,-112.2833,69.58,59,0,4.14,clear sky
577,Kashan,IR,33.9831,51.4364,57.33,32,3,1.03,clear sky
578,Husavik,IS,66.0449,-17.3389,40.91,97,100,22.84,heavy intensity rain
579,College,US,64.8569,-147.8028,22.59,90,75,0.0,broken clouds
580,Srednekolymsk,RU,67.45,153.6833,5.04,94,100,2.33,light snow
581,Marquette,US,46.5333,-87.6335,48.36,87,97,2.98,overcast clouds
582,Nemuro,JP,43.3236,145.575,54.03,76,99,27.09,overcast clouds
583,Okhotsk,RU,59.3833,143.3,28.08,79,98,7.27,overcast clouds
584,Udachnyy,RU,66.4167,112.4,5.04,93,100,18.25,overcast clouds
585,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,58,0,10.36,clear sky
586,Houma,US,29.5958,-90.7195,64.99,64,37,1.99,scattered clouds
587,Shimoda,JP,34.6667,138.95,65.1,45,0,16.31,clear sky
588,Severo-Yeniseyskiy,RU,60.3725,93.0408,27.09,73,100,11.45,overcast clouds
589,Jahangirpur,IN,28.1833,77.7167,77.59,42,0,2.26,clear sky
590,San Cristobal,VE,7.7669,-72.225,73.58,98,95,2.91,overcast clouds
591,Bunia,CD,1.5667,30.25,61.63,93,55,2.51,light rain
592,Ostrovnoy,RU,68.0531,39.5131,29.93,86,100,22.44,overcast clouds
593,Kamenka,RU,51.3223,42.7678,44.85,90,99,9.31,overcast clouds
594,Redlands,US,34.0556,-117.1825,77.34,35,1,0.0,clear sky
595,Mastic Beach,US,40.7668,-72.8521,52.32,84,1,0.0,clear sky
596,Copiapo,CL,-27.3667,-70.3333,51.49,44,0,1.39,clear sky
597,Novoagansk,RU,61.9449,76.6625,31.93,94,100,13.6,light snow
598,Japura,ID,-0.3167,102.35,87.73,60,100,3.96,overcast clouds
599,Nortelandia,BR,-14.4547,-56.8028,72.84,90,100,2.19,overcast clouds
600,Bathsheba,BB,13.2167,-59.5167,81.21,74,40,11.5,scattered clouds
601,Omboue,GA,-1.5746,9.2618,74.79,93,83,5.28,broken clouds
602,Tam Ky,VN,15.5667,108.4833,82.38,72,99,7.27,overcast clouds
603,Road Town,VG,18.4167,-64.6167,80.2,69,5,9.37,clear sky
604,Mitsamiouli,KM,-11.3847,43.2844,75.49,73,20,8.05,few clouds
605,Taybad,IR,34.74,60.7756,47.73,62,0,4.5,clear sky
606,Prado,BR,-17.3411,-39.2208,72.07,82,5,6.35,clear sky
607,Staszow,PL,50.5631,21.1659,42.93,67,25,6.58,scattered clouds
608,Almaznyy,RU,48.0448,40.045,42.94,95,70,7.09,broken clouds
609,Pailon,BO,-17.65,-62.75,76.1,69,93,11.3,overcast clouds
610,Bloomsburg,US,41.0037,-76.4549,55.31,94,10,6.02,clear sky
611,Plouzane,FR,48.3833,-4.6167,55.72,88,75,21.85,broken clouds
612,Aneho,TG,6.2333,1.6,77.2,85,41,3.8,scattered clouds
613,Praya,CV,14.9215,-23.5087,75.74,88,40,13.8,scattered clouds
614,Havre-Saint-Pierre,CA,50.2334,-63.5986,42.8,65,1,10.36,clear sky
615,Zapolyarnyy,RU,69.4154,30.8136,31.28,97,100,9.1,overcast clouds
616,Kathmandu,NP,27.7167,85.3167,66.42,77,20,3.44,mist
617,Ulaangom,MN,49.9811,92.0667,42.08,44,0,2.35,clear sky
618,Chingirlau,KZ,51.095,54.0814,38.84,81,100,9.66,light rain
619,Puerto Leguizamo,CO,-0.1934,-74.7819,70.05,98,61,1.39,broken clouds
620,Stonewall,CA,50.1344,-97.3268,42.98,64,0,8.03,clear sky
621,Narasannapeta,IN,18.4167,84.05,81.64,66,91,9.44,overcast clouds
622,Terney,RU,45.0503,136.6092,53.49,44,0,2.01,clear sky
623,Belaya Gora,RU,68.5333,146.4167,4.55,94,99,1.07,overcast clouds
624,Tonaya,MX,19.7833,-103.9667,71.26,84,11,1.79,few clouds
625,Shangrao,CN,28.4532,117.9686,71.46,59,17,4.36,few clouds
626,Uspenka,UA,48.3903,39.1619,43.48,94,29,5.53,scattered clouds
627,Jieshi,CN,22.8134,115.8257,79.95,70,84,13.67,broken clouds
628,Ornskoldsvik,SE,63.2909,18.7153,38.35,100,90,0.0,fog
629,Marsh Harbour,BS,26.5412,-77.0636,81.48,81,100,16.35,overcast clouds
630,Sao Joaquim,BR,-28.2939,-49.9317,48.72,97,41,3.51,scattered clouds
631,Roebourne,AU,-20.7833,117.1333,89.44,23,8,14.81,clear sky
632,Hjelset,NO,62.7833,7.4833,51.04,100,90,10.36,overcast clouds
633,Port Macquarie,AU,-31.4333,152.9167,83.89,46,100,9.84,moderate rain
634,Middelburg,ZA,-25.7751,29.4648,57.63,72,94,7.07,overcast clouds
635,Sabha,LY,27.0377,14.4283,66.61,46,97,11.03,overcast clouds
636,Birao,CF,10.2849,22.7882,72.54,43,76,1.92,broken clouds
637,Zelenogorskiy,RU,55.0333,87.0,28.92,65,100,10.02,overcast clouds
638,Vrangel,RU,42.7297,133.0839,51.37,46,0,3.78,clear sky
639,Lamar,US,33.6668,-95.5836,64.06,40,1,16.11,clear sky
640,Bethanien,NA,-26.502,17.1583,55.33,46,0,3.98,clear sky
641,Kampot,KH,10.6167,104.1833,87.85,67,68,6.67,broken clouds
642,Fairbanks,US,64.8378,-147.7164,22.6,90,1,0.0,clear sky
643,Thinadhoo,MV,0.5333,72.9333,83.53,73,50,10.87,scattered clouds
644,Zhangye,CN,38.9342,100.4517,55.94,21,3,2.98,clear sky
645,Kampong Thum,KH,12.7111,104.8887,85.59,71,93,4.14,overcast clouds
646,Aberdeen,GB,57.1437,-2.0981,54.09,100,90,9.22,overcast clouds
647,Lagunas,PE,-5.2269,-75.6753,72.27,98,100,1.88,overcast clouds
648,Mount Vernon,US,40.9126,-73.8371,56.82,78,90,4.0,overcast clouds
649,Agutaya,PH,11.148,120.9417,83.12,75,32,24.54,scattered clouds
650,Turukhansk,RU,65.8167,87.9833,19.9,92,100,20.83,light snow
651,Manado,ID,1.487,124.8455,92.17,58,40,4.61,scattered clouds
652,Ambon,ID,-3.6954,128.1814,82.54,61,40,5.75,scattered clouds
653,Hall,US,34.3168,-83.7832,56.19,96,90,6.91,fog
654,Korcula,HR,42.9622,17.1369,34.36,51,4,6.91,clear sky
655,Andijon,UZ,40.7821,72.3442,51.15,62,90,2.3,overcast clouds
656,Zimmi,SL,7.3153,-11.3061,73.29,97,100,0.83,overcast clouds
657,Walvis Bay,NA,-22.9575,14.5053,59.09,94,3,5.75,clear sky
658,Opuwo,NA,-18.0607,13.84,69.51,39,67,4.16,broken clouds
659,Boueni,YT,-12.9025,45.0761,78.78,74,99,12.1,light rain
660,Mayna,RU,54.1135,47.6231,36.79,86,99,11.92,overcast clouds
661,Taree,AU,-31.9,152.4667,87.06,51,100,5.75,overcast clouds
662,Umea,SE,63.8284,20.2597,41.92,100,75,1.14,broken clouds
663,Kihei,US,20.785,-156.4656,80.62,81,40,17.27,scattered clouds
664,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,5.75,few clouds
665,Altamira,BR,-3.2033,-52.2064,73.2,89,1,2.28,clear sky
666,Manga,BF,11.6636,-1.0731,76.69,76,62,5.66,broken clouds
